event_count,country_United_States,country_Saudi_Arabia,country_India,country_Britain,country_Italy,average_load_time,max_load_time,event_bench_load_success_count,event_profile_search_success_count,event_add_profile_success_count,event_upgrade_plan_count,event_pricing_model_count,event_profile_load_fail_count,event_email_receipt_count,platform_all_count,platform_brbench_count,platform_fb_count,platform_hashtags_count,platform_ig._count,platform_ig_count,platform_li_count,platform_meta_count,platform_nan_count,platform_tk_count,platform_tw_count,platform_xch_count,platform_yt_count,platform_total_count,view_add,view_addprofiles,view_ads,view_bench,view_benchmark,view_brands,view_campaigns,view_connect,view_content-pillars,view_hashtag,view_nan,view_page,view_postsfeed,view_profile,view_proj,view_projecthome,view_reports,view_search,view_settings,view_upgradeplan
41,0,0,0,0,0,1.5205,1.758,0,1,1,1,1,0,1,0,0,29,0,0,0,0,0,2,0,0,10,0,49.2785,0,0,0,0,0,0,0,0,0,0,14,0,0,26,0,0,0,1,0,0
422,0,0,0,0,0,2.7312211538461537,202.72,34,14,20,3,3,0,9,0,3,31,0,0,163,2,0,23,12,2,186,0,710.4512211538462,0,0,0,0,206,0,4,0,0,0,113,0,0,57,0,38,1,0,0,3
130,0,0,0,0,0,0.8265499999999999,1.698,2,5,3,4,4,0,1,0,0,22,0,0,16,4,0,5,0,0,85,0,153.52455,0,0,0,0,6,41,4,0,0,0,26,0,7,30,0,10,4,0,4,0
7,0,0,0,0,0,1.741,3.141,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16.881999999999998,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
31,0,0,0,0,0,1.642,1.651,0,1,1,0,0,0,6,0,0,0,0,0,10,0,0,12,0,0,9,0,42.293,0,0,0,0,0,0,0,0,0,0,24,0,0,7,0,0,0,0,0,0
5,0,0,0,0,0,1.741,3.141,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
26,0,0,0,0,0,1.741,3.141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,31.882,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,1.741,3.141,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,1,0,14.882,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,1.684945945945946,3.904,0,13,10,5,4,0,12,0,0,16,0,0,78,0,0,16,39,0,71,12,281.588945945946,0,0,0,0,0,0,0,0,0,0,93,0,0,115,0,19,0,0,0,5
89,0,0,0,0,0,1.2725454545454546,2.192,0,4,4,0,0,2,0,0,0,62,0,0,0,0,0,2,0,0,25,0,102.46454545454546,0,0,0,0,0,0,0,0,0,0,29,0,0,51,0,9,0,0,0,0
57,1,0,0,0,0,1.8842,2.891,0,3,3,0,0,0,12,1,0,28,0,0,0,0,0,14,0,0,14,0,79.7752,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,4,0,0,0,0
36,0,0,0,0,0,1.5506666666666664,2.343,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,13,0,20,0,45.89366666666667,0,0,0,0,0,0,0,0,0,0,22,0,0,10,0,4,0,0,0,0
3,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
102,0,0,1,0,0,1.2784285714285717,3.757,0,5,8,0,0,0,11,0,0,8,0,0,8,0,0,13,0,0,73,0,132.03542857142855,0,0,0,0,0,29,0,0,0,0,57,0,0,0,0,16,0,0,0,0
2,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
134,1,0,0,0,0,2.292235294117648,9.619,3,0,2,2,2,1,1,1,0,10,0,0,47,0,1,7,0,0,70,0,158.91123529411766,0,0,0,0,11,0,17,0,0,0,34,0,16,33,0,22,3,0,0,0
33,0,0,0,0,0,1.32275,1.921,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,27,0,39.24375,0,0,0,0,3,0,12,0,0,0,8,0,5,0,0,2,3,0,0,0
136,0,0,1,0,0,2.01468,6.246,0,5,5,0,0,0,0,0,0,115,0,0,0,0,0,2,0,0,19,0,155.26068,0,0,0,0,0,0,6,0,0,0,26,0,0,103,0,0,1,0,0,0
344,0,0,0,0,0,5.1145,27.518,3,15,13,2,1,0,12,1,0,83,0,0,51,42,0,16,0,0,125,26,422.6325,0,0,0,0,8,0,3,0,0,0,109,0,9,159,0,54,0,0,0,2
138,0,0,0,0,0,1.0905,3.484,18,13,7,3,3,0,0,0,3,47,0,0,35,0,0,1,0,0,52,0,186.5745,0,0,0,0,74,4,0,0,0,0,52,0,0,0,0,6,0,0,2,0
2,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
35,0,0,1,0,0,0.923,0.923,1,2,1,0,0,0,12,0,0,0,0,0,0,0,0,16,0,12,7,0,53.846,0,0,0,0,4,0,0,0,0,0,26,0,0,5,0,0,0,0,0,0
156,0,0,1,0,0,1.6452352941176471,3.855,0,16,16,3,3,0,13,0,0,0,0,0,76,0,0,19,0,0,61,0,213.5002352941177,0,0,0,0,0,0,0,0,0,0,94,0,39,15,0,5,0,0,0,3
107,0,0,0,0,0,2.613928571428571,5.032,0,4,4,1,1,4,0,0,0,0,0,0,85,0,1,4,0,0,20,0,131.64592857142856,0,0,0,0,0,0,0,0,0,0,30,0,0,69,0,11,0,0,0,0
64,1,0,0,0,0,1.6682857142857144,2.159,0,2,2,0,0,0,2,0,0,0,0,0,40,0,0,8,0,0,16,0,73.82728571428572,0,0,0,0,0,0,0,0,0,0,23,0,0,35,0,6,0,0,0,0
3,0,0,0,1,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
94,0,0,0,0,1,2.03,4.076,0,3,3,1,1,0,1,0,0,65,0,0,0,0,0,3,0,0,27,0,111.106,0,0,0,0,0,0,0,0,0,0,24,0,0,56,0,14,0,0,0,1
97,0,0,1,0,0,1.571,2.284,0,3,3,2,2,0,9,0,0,0,0,0,60,0,1,15,0,0,21,0,120.855,0,0,0,0,0,0,2,0,0,0,35,0,0,50,0,8,0,0,2,0
37,0,0,1,0,0,1.1103333333333334,2.403,0,2,2,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,15,0,45.513333333333335,0,0,0,0,0,0,4,0,0,0,15,0,0,15,0,3,0,0,0,0
135,1,0,0,0,0,1.1018529411764706,8.45,13,2,1,0,0,0,3,0,0,0,0,0,29,3,0,6,35,0,59,3,163.55185294117646,0,0,0,0,75,0,11,0,0,0,23,0,12,6,0,4,4,0,0,0
9,0,0,0,0,0,1.741,3.141,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,21.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
70,0,0,0,0,0,7.244899999999999,19.476,0,3,3,0,0,0,12,0,0,20,0,0,9,0,0,16,10,0,15,0,114.7209,0,0,0,0,0,0,0,0,0,0,36,0,0,30,0,4,0,0,0,0
533,0,0,0,0,0,1.378237623762376,6.991,6,20,16,0,0,0,12,0,0,0,0,0,403,0,1,14,0,0,115,0,595.3692376237624,0,0,0,0,21,0,0,0,0,0,129,0,3,333,0,45,2,0,0,0
25,0,0,0,0,0,1.71225,2.13,0,2,3,0,0,0,1,0,0,0,0,0,6,0,0,5,8,0,6,0,34.84225,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0
324,0,0,0,0,0,1.1232,4.945,1,33,23,0,0,0,4,0,0,6,0,0,12,14,0,12,13,6,257,4,391.0682,0,0,0,0,3,84,0,0,0,0,167,0,13,5,0,52,0,0,0,0
385,1,0,0,0,0,1.653851851851852,5.238,8,1,2,0,0,1,5,0,3,1,2,0,114,4,5,13,61,0,182,0,408.8918518518519,0,0,0,0,27,13,42,0,0,60,64,0,11,133,0,31,4,0,0,0
44,0,0,0,0,0,1.0205,2.064,4,1,1,0,0,0,0,0,0,0,0,0,36,0,0,2,0,0,6,0,53.0845,0,0,0,0,12,0,0,0,0,0,9,0,0,22,0,1,0,0,0,0
257,0,0,0,0,1,0.9387037037037036,2.446,3,6,8,0,0,0,5,0,0,58,0,0,59,47,0,16,0,4,71,2,283.38470370370374,0,0,0,0,11,31,1,0,0,0,60,0,5,143,0,6,0,0,0,0
74,0,0,0,0,0,2.010333333333333,4.236,9,3,2,0,0,0,12,0,0,0,0,0,0,0,0,29,0,35,10,0,106.24633333333333,0,0,0,0,24,0,0,0,0,0,45,0,0,5,0,0,0,0,0,0
99,0,0,0,0,0,1.1024,1.453,2,7,6,0,0,0,2,0,0,13,0,0,33,7,0,4,10,0,32,0,118.5554,0,0,0,0,6,0,0,0,0,0,38,0,0,45,0,10,0,0,0,0
170,0,0,1,0,0,2.416909090909091,7.095,21,10,7,1,1,1,5,0,3,8,0,0,85,3,0,8,0,6,54,3,226.51190909090909,0,0,0,0,71,0,10,0,0,0,62,0,0,18,0,7,2,0,0,0
42,0,0,0,0,0,1.56,1.56,0,2,2,0,0,0,12,0,0,0,0,0,9,0,0,16,1,0,14,2,61.120000000000005,0,0,0,0,0,0,0,0,0,0,32,0,0,7,0,3,0,0,0,0
11,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,15.882,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1.741,3.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
42,0,0,0,0,0,1.741,3.141,0,0,0,1,1,0,12,0,0,1,0,0,0,0,0,17,0,0,24,0,60.882,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,7,1
116,0,0,1,0,0,6.516428571428572,37.091,0,3,3,0,0,0,12,0,0,0,0,0,69,0,0,28,0,0,19,0,178.60742857142856,0,0,0,0,0,0,1,0,0,0,48,0,0,60,0,7,0,0,0,0
28,0,0,0,0,1,3.828,3.828,0,1,1,1,1,0,7,0,0,0,0,0,8,0,0,17,0,0,8,0,52.656,0,0,0,0,0,0,0,0,0,0,25,0,0,6,0,1,1,0,0,0
2,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,1.741,3.141,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
3,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,1.741,3.141,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
22,1,0,0,0,0,1.741,3.141,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,14,0,0,8,0,39.882,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,9.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,8.2125,78.589,9,20,19,0,0,0,3,0,14,25,0,0,10,8,0,5,0,0,79,10,288.80150000000003,0,0,0,0,36,4,1,0,0,0,87,0,0,0,0,23,0,0,0,0
77,0,0,1,0,0,1.180125,2.012,2,2,2,0,0,0,8,0,4,1,0,0,1,26,0,10,0,1,33,1,95.192125,0,0,0,0,9,0,5,0,0,0,23,0,11,18,0,8,3,0,0,0
2,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,1.741,3.141,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,19.882,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
481,0,0,0,0,0,1.364681818181818,3.93,0,23,22,0,0,0,12,0,0,107,0,0,66,82,0,14,0,0,171,41,543.2946818181817,0,0,0,0,0,23,0,0,0,0,169,0,0,237,0,52,0,0,0,0
238,0,0,0,0,0,1.3423529411764703,3.593,3,5,4,2,2,1,1,0,0,112,0,0,62,0,1,10,0,0,53,0,260.93535294117646,0,0,0,0,10,0,10,0,0,0,41,0,6,154,0,12,3,0,0,2
12,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,5,0,18.882,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,9.341333333333331,22.612,0,5,2,4,4,0,12,0,0,0,0,0,14,0,0,14,0,0,32,0,118.95333333333332,0,0,0,0,0,0,0,0,0,0,42,0,0,8,0,6,0,0,0,4
98,0,0,0,0,0,1.587714285714286,1.822,0,9,4,0,0,0,0,0,0,0,0,0,0,56,0,1,0,0,41,0,114.40971428571429,0,0,0,0,0,0,0,0,0,0,39,0,0,44,0,15,0,0,0,0
39,0,0,0,0,0,1.5953333333333333,1.751,0,1,1,1,1,1,3,0,0,0,0,0,27,0,0,5,0,0,7,0,50.34633333333333,0,0,0,0,0,0,0,0,0,0,14,0,0,24,0,1,0,0,0,0
29,0,0,0,0,0,2.427,2.427,0,2,1,0,0,0,12,1,0,0,0,0,0,4,0,14,0,0,10,0,48.854,0,0,0,0,0,0,0,0,0,1,25,0,0,2,0,1,0,0,0,0
182,0,0,0,0,0,2.3083913043478264,3.341,0,5,5,3,3,0,0,0,0,36,0,0,72,0,0,4,12,18,42,0,205.64939130434783,0,1,0,0,0,0,0,0,0,0,41,0,0,124,0,18,0,0,0,0
80,0,0,1,0,0,0.7308333333333333,1.145,7,5,5,0,0,0,12,0,0,0,0,0,36,0,0,16,0,0,28,0,111.87583333333332,0,0,0,0,26,0,4,0,0,0,42,0,4,0,0,3,1,0,0,0
15,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,9,0,19.882,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0
59,0,0,0,0,0,1.94575,2.601,0,4,4,0,0,0,8,0,0,0,0,0,31,0,0,13,0,0,15,0,79.54675,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,2,0,0,0,0
44,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,12,0,0,3,0,0,0,0,1,24,0,0,19,0,63.882,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,4,0,0,4,0
21,0,0,0,0,0,1.741,3.141,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,44.882,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9
6,0,0,0,0,0,1.741,3.141,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14.882,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
13,0,0,0,0,0,1.741,3.141,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,4,0,22.882,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,3.7544590163934415,37.129,0,11,15,0,0,0,2,1,0,90,0,0,252,0,2,14,17,0,62,0,506.88345901639343,0,0,0,0,0,0,0,0,0,0,76,0,0,326,0,35,1,0,0,0
408,0,0,0,0,0,1.6541323529411764,3.519,51,20,20,1,1,0,9,0,0,141,0,0,123,3,0,12,3,0,126,0,515.1731323529411,0,0,0,0,165,0,0,0,0,0,138,0,0,49,0,55,0,0,0,1
105,0,0,0,0,0,2.846416666666667,5.48,4,1,1,0,0,0,12,0,0,0,0,0,0,0,0,25,0,0,63,17,131.32641666666666,0,0,0,0,11,0,18,0,0,0,31,0,19,0,0,3,23,0,0,0
13,0,0,0,0,0,1.741,3.141,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,21.882,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,3.511793103448276,36.974,2,3,4,1,1,0,1,0,0,0,0,0,96,0,0,8,0,9,20,0,185.48579310344823,0,0,0,0,8,4,0,0,0,0,26,0,0,92,0,2,1,0,0,0
171,0,0,0,0,0,1.5735,5.494,7,6,4,1,1,0,2,0,3,47,0,0,45,0,0,6,0,3,67,0,199.0675,0,0,0,1,23,0,11,0,0,10,40,0,4,66,0,15,1,0,0,0
42,0,0,0,0,0,1.71425,1.986,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,3,34,0,5,0,53.70025,0,0,0,0,0,0,0,0,0,0,10,0,0,32,0,0,0,0,0,0
3,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,1.3674,1.423,0,6,3,0,0,0,10,0,0,0,0,0,20,0,0,17,0,0,19,0,77.7904,0,0,0,0,0,0,0,0,0,0,42,0,0,12,0,2,0,0,0,0
17,0,0,1,0,0,1.741,3.141,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,26.882,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,1.069772727272727,1.957,13,10,9,0,0,0,11,1,0,0,0,0,0,0,0,13,0,3,63,99,225.02677272727271,0,0,0,0,44,0,0,0,0,0,71,0,0,40,0,24,0,0,0,0
7,0,0,1,0,0,1.741,3.141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,13.882,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,4.884333333333333,27.564,3,3,1,1,1,1,4,0,0,0,0,0,74,0,0,11,0,0,14,0,145.44833333333332,0,0,0,0,12,0,2,0,0,0,24,0,0,58,0,3,0,0,0,0
574,0,0,0,0,0,7.918872,33.577,8,13,13,0,0,0,5,0,0,0,0,0,0,0,0,8,103,77,221,165,654.495872,0,0,0,0,33,85,0,0,0,0,85,0,0,285,0,86,0,0,0,0
338,1,0,0,0,0,1.4283492063492065,3.69,13,37,21,0,0,0,4,0,3,3,0,0,196,0,0,19,0,0,121,2,424.1183492063492,0,0,0,0,55,0,0,0,0,0,151,0,0,109,0,29,0,0,0,0
10,0,0,0,0,0,1.741,3.141,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,7,0,16.881999999999998,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,1.80275,2.483,10,20,20,0,0,0,0,0,0,0,0,0,32,0,0,1,39,0,49,0,175.28575,0,0,0,0,31,0,0,0,0,0,86,0,0,0,0,4,0,0,0,0
264,0,0,0,0,0,1.5808666666666666,2.684,0,16,16,0,0,1,0,0,0,33,0,0,94,34,0,6,0,0,102,0,306.26486666666665,0,0,0,0,0,4,0,0,0,0,114,0,0,114,0,37,0,0,0,0
416,0,0,0,0,0,5.3050579710144925,19.906,0,17,16,1,1,0,0,0,0,143,0,0,65,0,0,2,0,62,95,49,476.2110579710145,0,0,0,0,0,0,0,0,0,0,93,0,0,287,0,35,0,0,0,1
44,0,0,0,0,0,2.2626666666666666,2.454,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,7,18,0,19,0,55.71666666666667,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,1,0,0,0,0
9,0,0,0,0,0,1.741,3.141,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20.882,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
52,0,0,0,0,0,1.7908181818181816,2.723,0,2,1,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,16,0,59.51381818181818,0,0,0,0,0,0,3,0,0,0,13,0,0,33,0,3,0,0,0,0
47,0,0,0,0,0,1.7446666666666666,1.839,5,3,3,0,0,0,5,0,0,0,0,0,26,0,0,7,0,0,14,0,66.58366666666666,0,0,0,0,17,0,0,0,0,0,22,0,0,3,0,5,0,0,0,0
4,0,0,0,0,0,1.741,3.141,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
9,0,0,0,1,0,1.741,3.141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,0,15.882,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
47,0,0,1,0,0,3.6626666666666665,6.081,1,1,1,0,0,0,12,0,0,0,0,0,5,0,0,22,0,0,20,0,72.74366666666667,0,0,0,0,3,0,6,0,0,0,28,0,4,0,0,4,2,0,0,0
582,0,0,0,0,0,2.2599703703703704,31.066,24,21,9,2,2,0,2,0,0,274,0,0,0,0,1,14,0,0,255,38,675.3259703703704,0,0,0,0,111,13,131,0,0,0,90,0,12,207,0,15,2,0,0,1
4,0,0,0,1,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1.741,3.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,1.741,3.141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,14.882,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,1.04092,3.576,10,10,8,1,1,0,0,0,4,0,0,0,138,0,0,1,0,0,162,0,339.61692,0,0,0,0,38,0,39,0,0,0,51,0,54,90,0,21,10,0,2,0
319,0,0,0,0,0,3.483160714285714,28.847,27,30,20,0,0,0,8,0,20,44,0,0,26,17,0,24,12,14,142,20,436.33016071428574,0,0,0,0,119,18,2,0,0,0,144,0,4,10,0,20,2,0,0,0
66,0,0,0,0,0,2.915,11.594,0,2,2,0,0,0,0,0,0,53,0,0,0,0,0,1,0,0,12,0,84.509,0,0,0,0,0,0,0,0,0,0,16,0,0,47,0,3,0,0,0,0
21,0,0,0,0,0,1.741,3.141,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,14,0,0,7,0,39.882,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,1.741,3.141,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,21,0,0,25,0,62.882,0,0,0,0,3,3,0,0,0,0,38,0,0,0,0,0,0,0,0,5
34,0,0,0,0,0,1.2438,2.235,3,2,2,0,0,1,0,0,0,0,0,0,14,0,0,1,9,0,10,0,45.4788,0,0,0,0,10,0,0,0,0,0,15,0,0,7,0,2,0,0,0,0
2,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,8.66755,46.584,6,18,18,0,0,0,12,0,0,0,0,0,40,0,0,16,45,0,57,0,267.25155,0,0,0,0,25,0,0,0,0,0,98,0,0,22,0,13,0,0,0,0
9,0,0,0,0,0,1.741,3.141,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,4,0,16.881999999999998,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,1.941,1.941,0,1,1,0,0,0,8,0,0,5,0,0,0,0,0,14,0,0,7,0,39.882,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,2,0,0,0,0
16,1,0,0,0,0,1.741,3.141,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,3,0,29.882,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,1.2655135135135134,3.937,12,11,10,13,13,0,0,0,3,73,0,0,0,0,1,2,26,4,152,0,325.2025135135135,0,0,0,0,53,0,7,0,0,4,89,0,22,38,0,33,1,0,1,13
26,0,0,0,0,0,1.67,1.789,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,29.459,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,7,0,0,0,0
4,0,0,0,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8.882,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,1.0582,2.556,8,9,5,0,0,0,0,0,3,17,0,0,5,5,0,1,0,2,42,2,102.6142,0,0,0,0,26,0,4,0,0,0,34,0,6,0,0,3,4,0,0,0
174,0,0,0,0,0,0.995095238095238,3.907,10,9,7,0,0,0,12,0,9,26,0,0,5,0,0,14,6,0,111,3,216.90209523809523,0,0,0,0,77,4,2,0,0,0,80,0,0,3,0,8,0,0,0,0
67,0,0,0,0,0,1.6327333333333334,2.896,0,2,1,5,4,0,0,0,0,38,0,0,0,0,0,1,0,0,28,0,83.52873333333334,0,0,0,0,0,0,0,0,0,0,22,0,8,30,0,2,0,0,0,5
59,0,0,1,0,0,1.383,1.383,0,4,1,0,0,0,12,0,0,0,0,0,26,0,0,21,0,0,12,0,79.76599999999999,0,0,0,0,0,0,0,0,0,0,36,0,0,23,0,0,0,0,0,0
117,0,0,0,0,0,1.389642857142857,1.98,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,5,102,0,10,0,126.36964285714284,0,0,0,0,0,0,0,0,0,0,18,0,0,96,0,3,0,0,0,0
2,0,0,1,0,0,1.741,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,4.87,10.848,0,5,5,0,0,0,12,0,0,6,0,0,6,0,0,14,10,6,15,10,104.718,0,0,0,0,0,0,0,0,0,0,38,0,0,28,0,1,0,0,0,0
